step,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
0,-0.07895742356777191,-0.07895742356777191,0.4344157576560974,-0.3331565260887146,0.0,0.15293987095355988,0.13504044711589813,0.4344157576560974,0.3331565260887146,0.2448733150959015,0.18954242765903473,0.34375,0.0625,0.0001232280337717384
10,-0.10248249769210815,-0.10248249769210815,0.44688495993614197,-0.34952786564826965,0.0,0.14968827366828918,0.23588600754737854,0.44688495993614197,0.34952786564826965,0.2599329948425293,0.18695196509361267,0.375,0.03125,9.953056724043563e-05
20,-0.1035144180059433,-0.1035144180059433,0.4458039402961731,-0.3492127060890198,0.0,0.14910705387592316,0.29704126715660095,0.4458039402961731,0.3492127060890198,0.2630160450935364,0.18278789520263672,0.5,0.03125,7.708575867582113e-05
30,-0.156360924243927,-0.156360924243927,0.4436877965927124,-0.36535921692848206,0.0,0.1306697130203247,0.34123870730400085,0.4436877965927124,0.36535921692848206,0.2788069248199463,0.1648809015750885,0.59375,0.0,9.131987462751567e-05
40,-0.2511848211288452,-0.2511848211288452,0.40300291776657104,-0.36923542618751526,0.0,0.08428309857845306,0.3813668489456177,0.40300291776657104,0.36923542618751526,0.2798982858657837,0.12310461699962616,0.5625,0.0,0.00013936609320808202
50,-0.15653997659683228,-0.15653997659683228,0.4206477403640747,-0.352026104927063,0.0,0.126864492893219,0.425642728805542,0.4206477403640747,0.352026104927063,0.26498687267303467,0.15566089749336243,0.4375,0.09375,0.00014793762238696218
60,-0.23380085825920105,-0.23380085825920105,0.3987545073032379,-0.36383676528930664,0.0,0.09511816501617432,0.45453107357025146,0.3987545073032379,0.36383676528930664,0.28480300307273865,0.11395153403282166,0.59375,0.1875,0.00011477384396130219
70,-0.26848921179771423,-0.26848921179771423,0.37689024209976196,-0.363079309463501,0.0,0.08077916502952576,0.47522616386413574,0.37689024209976196,0.363079309463501,0.2752596139907837,0.10163062810897827,0.53125,0.09375,0.00010790806845761836
80,-0.27230411767959595,-0.27230411767959595,0.36132359504699707,-0.3550030291080475,0.0,0.07637836039066315,0.4963991045951843,0.36132359504699707,0.3550030291080475,0.26437270641326904,0.09695090353488922,0.46875,0.15625,0.00010671625204849988
90,-0.3207332491874695,-0.3207332491874695,0.3493555188179016,-0.3645785450935364,0.0,0.05906831473112106,0.5110062956809998,0.3493555188179016,0.3645785450935364,0.27121660113334656,0.07813888788223267,0.46875,0.15625,0.00010931475117104128
100,-0.30208635330200195,-0.30208635330200195,0.3580426275730133,-0.3645431697368622,0.0,0.06895735114812851,0.5210673809051514,0.3580426275730133,0.3645431697368622,0.28562411665916443,0.07241851836442947,0.59375,0.28125,0.00010566230776021257
110,-0.23633165657520294,-0.23633165657520294,0.3781634569168091,-0.35324543714523315,0.0,0.09199576079845428,0.5286637544631958,0.3781634569168091,0.35324543714523315,0.26671072840690613,0.11145274341106415,0.53125,0.09375,0.00010364299669163302
