probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,placement,location,patch_size_ratio,patch_size_px,base_probe_row,similarity_drop_from_clean
0,Abdullah Gul,0,0,Abdullah Gul,0.5718461,0.5718461,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,0,0.03213644027709961
1,Abdullah Gul,0,0,Abdullah Gul,0.5797109,0.5797109,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,1,-0.016323328018188477
2,Abdullah Gul,0,0,Abdullah Gul,0.58094513,0.58094513,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,2,0.014574706554412842
3,Abdullah Gul,0,0,Abdullah Gul,0.51906484,0.51906484,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,3,0.060596764087677
4,Abdullah Gul,0,0,Abdullah Gul,0.5624591,0.5624591,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,4,-0.005293309688568115
5,Abdullah Gul,0,0,Abdullah Gul,0.3892882,0.3892882,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,5,-0.005403101444244385
6,Abdullah Gul,0,0,Abdullah Gul,0.43577808,0.43577808,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,6,0.023484408855438232
7,Abdullah Gul,0,0,Abdullah Gul,0.47449604,0.47449604,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,7,0.04435911774635315
8,Ciro Gomes,15,15,Ciro Gomes,0.5209377,0.5209377,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,8,0.034130215644836426
9,Ciro Gomes,15,15,Ciro Gomes,0.5610047,0.5610047,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,9,-0.008005321025848389
10,Ciro Gomes,15,15,Ciro Gomes,0.6117188,0.6117188,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,10,0.06300914287567139
11,Ciro Gomes,15,15,Ciro Gomes,0.4445874,0.4445874,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,11,0.11225789785385132
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.5908592,0.5908592,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,12,0.016617298126220703
13,Ricardo Sanchez,72,72,Ricardo Sanchez,0.49278536,0.49278536,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,13,0.005231589078903198
14,Ricardo Sanchez,72,72,Ricardo Sanchez,0.5936901,0.5936901,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,14,0.0207403302192688
15,Ricardo Sanchez,72,72,Ricardo Sanchez,0.5437644,0.5437644,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,15,0.04884880781173706
16,Ricardo Sanchez,72,72,Ricardo Sanchez,0.6585845,0.6585845,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,nose_bridge,0.15,17,16,0.054028987884521484
