step,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
0,0.027662545442581177,0.027662545442581177,0.4523524045944214,-0.3097100853919983,0.0,0.19473031163215637,0.13504044711589813,0.4523524045944214,0.3097100853919983,0.21748125553131104,0.23487113416194916,0.65625,0.0,0.00014157817349769175
10,0.13804103434085846,0.13804103434085846,0.4956321716308594,-0.30107444524765015,0.0,0.24455775320529938,0.2437499761581421,0.4956321716308594,0.30107444524765015,0.20167851448059082,0.29395365715026855,0.53125,0.0,0.00015203414659481496
20,0.07529318332672119,0.07529318332672119,0.46834495663642883,-0.30399391055107117,0.0,0.2149360477924347,0.31804633140563965,0.46834495663642883,0.30399391055107117,0.2042199969291687,0.26412495970726013,0.53125,0.03125,9.514771227259189e-05
30,0.062155842781066895,0.062155842781066895,0.4650775194168091,-0.3072003722190857,0.0,0.2114790678024292,0.3643220067024231,0.4650775194168091,0.3072003722190857,0.21806293725967407,0.247014582157135,0.6875,0.03125,0.0001201088452944532
40,-0.008099466562271118,-0.008099466562271118,0.4361271262168884,-0.31068193912506104,0.0,0.17713728547096252,0.4015905261039734,0.4361271262168884,0.31068193912506104,0.21179534494876862,0.224331796169281,0.625,0.03125,0.00010789019870571792
50,-0.06268879771232605,-0.06268879771232605,0.41293829679489136,-0.3137526512145996,0.0,0.1518782079219818,0.4286065995693207,0.41293829679489136,0.3137526512145996,0.2230238914489746,0.18991440534591675,0.6875,0.0625,0.00011767017713282257
60,-0.023625090718269348,-0.023625090718269348,0.42559799551963806,-0.30911216139793396,0.0,0.1690012365579605,0.44753727316856384,0.42559799551963806,0.30911216139793396,0.21306341886520386,0.2125345766544342,0.75,0.03125,0.00011439126683399081
70,-0.06424297392368317,-0.06424297392368317,0.41093531250953674,-0.31238192319869995,0.0,0.14958555996418,0.4602964520454407,0.41093531250953674,0.31238192319869995,0.22466090321540833,0.18627440929412842,0.65625,0.0,0.0001180499602924101
80,-0.025749415159225464,-0.025749415159225464,0.416817307472229,-0.3032454550266266,0.0,0.1639241874217987,0.46889686584472656,0.416817307472229,0.3032454550266266,0.2024623304605484,0.2143549621105194,0.46875,0.03125,0.00013160462549421936
90,-0.051791176199913025,-0.051791176199913025,0.4220423102378845,-0.3158781826496124,0.0,0.1579228788614273,0.4802650213241577,0.4220423102378845,0.3158781826496124,0.2215748429298401,0.20046746730804443,0.71875,0.03125,0.0001270761713385582
100,-0.022146642208099365,-0.022146642208099365,0.42199981212615967,-0.30683284997940063,0.0,0.16951924562454224,0.48842883110046387,0.42199981212615967,0.30683284997940063,0.20930035412311554,0.21269944310188293,0.5625,0.0625,0.00011801561049651355
110,-0.08165791630744934,-0.08165791630744934,0.39756590127944946,-0.3117772340774536,0.0,0.14433065056800842,0.497352659702301,0.39756590127944946,0.3117772340774536,0.2120370864868164,0.18552881479263306,0.65625,0.0625,0.00013138132635504007
120,-0.1047510951757431,-0.1047510951757431,0.397203266620636,-0.31991446018218994,0.0,0.1378745585680008,0.4997013807296753,0.397203266620636,0.31991446018218994,0.22760172188282013,0.16960152983665466,0.84375,0.0625,0.00015756345237605274
