probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,base_probe_row,similarity_drop_from_clean
0,Abdullah Gul,0,0,Abdullah Gul,0.45451367,0.45451367,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,0,0.026142120361328125
1,Abdullah Gul,0,0,Abdullah Gul,0.5609595,0.5609595,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,1,0.02317577600479126
2,Abdullah Gul,0,0,Abdullah Gul,0.48102066,0.48102066,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,2,0.06227448582649231
3,Abdullah Gul,0,0,Abdullah Gul,0.5663704,0.5663704,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,3,0.03525799512863159
4,Abdullah Gul,0,0,Abdullah Gul,0.52682555,0.52682555,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,4,0.04079282283782959
5,Abdullah Gul,0,0,Abdullah Gul,0.4103806,0.4103806,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,5,0.0265958309173584
6,Abdullah Gul,0,0,Abdullah Gul,0.3619928,0.3619928,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,6,0.002127528190612793
7,Abdullah Gul,0,0,Abdullah Gul,0.41453585,0.41453585,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,7,-0.007899194955825806
8,Ciro Gomes,15,15,Ciro Gomes,0.49655843,0.49655843,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,8,0.04340684413909912
9,Ciro Gomes,15,15,Ciro Gomes,0.51128316,0.51128316,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,9,0.06946825981140137
10,Ciro Gomes,15,15,Ciro Gomes,0.68296564,0.68296564,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,10,0.03524249792098999
11,Ciro Gomes,15,15,Ciro Gomes,0.49402344,0.49402344,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,11,0.04075443744659424
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.61563385,0.61563385,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,12,0.009765148162841797
13,Ricardo Sanchez,72,72,Ricardo Sanchez,0.3928437,0.3928437,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,13,0.01700979471206665
14,Ricardo Sanchez,72,72,Ricardo Sanchez,0.5705024,0.5705024,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,14,0.021988749504089355
15,Ricardo Sanchez,72,72,Ricardo Sanchez,0.51245475,0.51245475,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,15,0.044977009296417236
16,Ricardo Sanchez,72,72,Ricardo Sanchez,0.67132795,0.67132795,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,16,0.053850531578063965
17,Roger Moore,76,76,Roger Moore,0.5909041,0.5909041,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,17,-0.02575671672821045
18,Roger Moore,76,76,Roger Moore,0.55761003,0.55761003,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,18,0.002199888229370117
19,Roger Moore,76,76,Roger Moore,0.5000457,0.5000457,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,19,-0.002847641706466675
20,Roger Moore,76,76,Roger Moore,0.57161933,0.57161933,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,20,0.06036883592605591
21,Edmund Stoiber,21,21,Edmund Stoiber,0.37881127,0.37881127,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,21,-0.02045503258705139
22,Edmund Stoiber,21,21,Edmund Stoiber,0.58344996,0.58344996,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,22,-0.0017945170402526855
23,Edmund Stoiber,21,21,Edmund Stoiber,0.549773,0.549773,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,23,-0.027823805809020996
24,Edmund Stoiber,21,21,Edmund Stoiber,0.44588524,0.44588524,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,24,-0.04489666223526001
25,Edmund Stoiber,21,21,Edmund Stoiber,0.44486326,0.44486326,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,25,0.0074301958084106445
26,Edmund Stoiber,21,21,Edmund Stoiber,0.40167457,0.40167457,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,26,0.00550273060798645
27,Edmund Stoiber,21,21,Edmund Stoiber,0.3673097,0.3673097,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,27,0.007205218076705933
28,Edmund Stoiber,21,21,Edmund Stoiber,0.3058017,0.3058017,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,28,-0.004746794700622559
29,Carmen Electra,12,12,Carmen Electra,0.4297874,0.4297874,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,29,0.029347985982894897
30,Carmen Electra,12,12,Carmen Electra,0.6387024,0.6387024,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,30,0.0917130708694458
31,Carmen Electra,12,12,Carmen Electra,0.38286275,0.38286275,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,31,0.13430052995681763
32,Carmen Electra,12,12,Carmen Electra,0.5385955,0.5385955,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,32,0.06739407777786255
33,Carmen Electra,12,12,Carmen Electra,0.5896585,0.5896585,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,33,0.011557340621948242
34,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5506624,0.5506624,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,34,0.017952382564544678
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.58814657,0.58814657,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,35,0.05166459083557129
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.50050426,0.50050426,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,36,0.04945826530456543
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.6115966,0.6115966,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,37,0.0015416741371154785
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.52062887,0.52062887,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,38,0.0015936493873596191
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.36996335,0.36996335,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,39,0.017014890909194946
40,Tung Chee-hwa,92,92,Tung Chee-hwa,0.23574264,0.23574264,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,40,0.11472831666469574
41,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5501651,0.5501651,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,41,-0.010818243026733398
42,Woody Allen,96,96,Woody Allen,0.5765022,0.5765022,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,42,0.09437131881713867
43,Woody Allen,96,96,Woody Allen,0.554648,0.554648,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,43,0.09466904401779175
44,Woody Allen,96,96,Woody Allen,0.3318112,0.3318112,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,44,0.005029916763305664
45,Woody Allen,96,96,Woody Allen,0.3546869,0.3546869,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,45,-0.0007037222385406494
46,Kim Dae-jung,46,46,Kim Dae-jung,0.59411144,0.59411144,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,46,-0.032424211502075195
47,Kim Dae-jung,46,46,Kim Dae-jung,0.4265377,0.4265377,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,47,-0.002177894115447998
48,Kim Dae-jung,46,46,Kim Dae-jung,0.54352987,0.54352987,True,True,True,False,False,False,adaface_ir101_wf4m,normal_mascot_sticker,48,-0.0030632615089416504
