probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,base_probe_row,similarity_drop_from_clean
0,Abdullah Gul,0,0,Abdullah Gul,0.4730618,0.4730618,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,0,0.007593989372253418
1,Abdullah Gul,0,0,Abdullah Gul,0.511036,0.511036,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,1,0.07309931516647339
2,Abdullah Gul,0,0,Abdullah Gul,0.39535838,0.39535838,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,2,0.14793676137924194
3,Abdullah Gul,0,0,Abdullah Gul,0.538256,0.538256,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,3,0.06337243318557739
4,Abdullah Gul,0,0,Abdullah Gul,0.3687768,0.3687768,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,4,0.19884157180786133
5,Abdullah Gul,0,0,Abdullah Gul,0.39942968,0.39942968,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,5,0.037546753883361816
6,Abdullah Gul,0,0,Abdullah Gul,0.34205174,0.34205174,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,6,0.02206858992576599
7,Abdullah Gul,0,0,Abdullah Gul,0.40049213,0.40049213,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,7,0.006144523620605469
8,Ciro Gomes,15,15,Ciro Gomes,0.4712776,0.4712776,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,8,0.06868767738342285
9,Ciro Gomes,15,15,Ciro Gomes,0.37384832,0.37384832,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,9,0.2069031000137329
10,Ciro Gomes,15,15,Ciro Gomes,0.42425543,0.42425543,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,10,0.29395270347595215
11,Ciro Gomes,15,15,Ciro Gomes,0.40553528,0.40553528,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,11,0.12924259901046753
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.40506217,0.40506217,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,12,0.22033682465553284
13,Ricardo Sanchez,72,72,Ricardo Sanchez,0.29764122,0.29764122,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,13,0.11221227049827576
14,Ricardo Sanchez,72,72,Ricardo Sanchez,0.39245176,0.39245176,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,14,0.20003938674926758
15,Ricardo Sanchez,72,72,Ricardo Sanchez,0.4795717,0.4795717,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,15,0.07786005735397339
16,Ricardo Sanchez,72,72,Ricardo Sanchez,0.4637317,0.4637317,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,16,0.2614467740058899
17,Roger Moore,76,76,Roger Moore,0.43832642,0.43832642,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,17,0.12682098150253296
18,Roger Moore,76,76,Roger Moore,0.5837709,0.5837709,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,18,-0.02396094799041748
19,Roger Moore,76,76,Roger Moore,0.27928752,0.27928752,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,19,0.2179105579853058
20,Roger Moore,76,76,Roger Moore,0.47789454,0.47789454,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,20,0.15409362316131592
21,Edmund Stoiber,21,67,Peter Struck,0.20143202,0.19334775,False,True,False,False,True,True,adaface_ir101_wf4m,adversarial_mascot_sticker,21,0.16500848531723022
22,Edmund Stoiber,21,21,Edmund Stoiber,0.53379154,0.53379154,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,22,0.047863900661468506
23,Edmund Stoiber,21,21,Edmund Stoiber,0.37872434,0.37872434,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,23,0.143224835395813
24,Edmund Stoiber,21,21,Edmund Stoiber,0.31978318,0.31978318,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,24,0.08120539784431458
25,Edmund Stoiber,21,21,Edmund Stoiber,0.35231003,0.35231003,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,25,0.09998342394828796
26,Edmund Stoiber,21,21,Edmund Stoiber,0.26631802,0.26631802,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,26,0.14085927605628967
27,Edmund Stoiber,21,21,Edmund Stoiber,0.33090323,0.33090323,True,True,True,False,False,False,adaface_ir101_wf4m,adversarial_mascot_sticker,27,0.04361167550086975
28,Edmund Stoiber,21,6,Binyamin Ben-Eliezer,0.21899396,0.14315027,False,True,False,False,True,True,adaface_ir101_wf4m,adversarial_mascot_sticker,28,0.15790462493896484
