probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,placement,location,patch_size_ratio,patch_size_px,base_probe_row,similarity_drop_from_clean
0,Abdullah Gul,0,0,Abdullah Gul,0.58064353,0.58064353,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,0,0.023339033126831055
1,Abdullah Gul,0,0,Abdullah Gul,0.57442963,0.57442963,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,1,-0.01104205846786499
2,Abdullah Gul,0,0,Abdullah Gul,0.58414817,0.58414817,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,2,0.0113716721534729
3,Abdullah Gul,0,0,Abdullah Gul,0.5939425,0.5939425,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,3,-0.014280915260314941
4,Abdullah Gul,0,0,Abdullah Gul,0.565831,0.565831,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,4,-0.008665204048156738
5,Abdullah Gul,0,0,Abdullah Gul,0.38428375,0.38428375,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,5,-0.0003986656665802002
6,Abdullah Gul,0,0,Abdullah Gul,0.4504894,0.4504894,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,6,0.008773088455200195
7,Abdullah Gul,0,0,Abdullah Gul,0.48478454,0.48478454,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,7,0.034070611000061035
8,Ciro Gomes,15,15,Ciro Gomes,0.526818,0.526818,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,8,0.028249919414520264
9,Ciro Gomes,15,15,Ciro Gomes,0.5379947,0.5379947,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,9,0.01500469446182251
10,Ciro Gomes,15,15,Ciro Gomes,0.6638665,0.6638665,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,10,0.010861396789550781
11,Ciro Gomes,15,15,Ciro Gomes,0.49249548,0.49249548,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,11,0.06434983015060425
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.61736,0.61736,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,landmark_relative,right_under_eye,0.25,28,12,-0.009883522987365723
