probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,placement,location,patch_size_ratio,patch_size_px,base_probe_row,similarity_drop_from_clean
0,Abdullah Gul,0,0,Abdullah Gul,0.5827303,0.5827303,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,0,0.02125227451324463
1,Abdullah Gul,0,0,Abdullah Gul,0.5629977,0.5629977,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,1,0.0003898739814758301
2,Abdullah Gul,0,0,Abdullah Gul,0.59403527,0.59403527,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,2,0.0014845728874206543
3,Abdullah Gul,0,0,Abdullah Gul,0.5247246,0.5247246,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,3,0.054937005043029785
4,Abdullah Gul,0,0,Abdullah Gul,0.5623689,0.5623689,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,4,-0.005203127861022949
5,Abdullah Gul,0,0,Abdullah Gul,0.34479198,0.34479198,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,5,0.03909310698509216
6,Abdullah Gul,0,0,Abdullah Gul,0.45566124,0.45566124,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,6,0.003601253032684326
7,Abdullah Gul,0,0,Abdullah Gul,0.4762318,0.4762318,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,7,0.04262334108352661
8,Ciro Gomes,15,15,Ciro Gomes,0.5516764,0.5516764,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,8,0.0033915042877197266
9,Ciro Gomes,15,15,Ciro Gomes,0.5513394,0.5513394,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,9,0.001659989356994629
10,Ciro Gomes,15,15,Ciro Gomes,0.66638917,0.66638917,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,10,0.008338749408721924
11,Ciro Gomes,15,15,Ciro Gomes,0.5661628,0.5661628,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,11,-0.009317517280578613
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.5970416,0.5970416,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,12,0.010434865951538086
13,Ricardo Sanchez,72,72,Ricardo Sanchez,0.50492024,0.50492024,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_cheek,0.15,17,13,-0.006903290748596191
