probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,placement,location,patch_size_ratio,patch_size_px,base_probe_row,similarity_drop_from_clean
0,Abdullah Gul,0,0,Abdullah Gul,0.30639046,0.30639046,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,0,0.2975921034812927
1,Abdullah Gul,0,0,Abdullah Gul,0.5287535,0.5287535,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,1,0.0346340537071228
2,Abdullah Gul,0,0,Abdullah Gul,0.48913154,0.48913154,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,2,0.10638830065727234
3,Abdullah Gul,0,0,Abdullah Gul,0.35181463,0.35181463,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,3,0.22784698009490967
4,Abdullah Gul,0,0,Abdullah Gul,0.45807818,0.45807818,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,4,0.09908762574195862
5,Abdullah Gul,0,0,Abdullah Gul,0.37749547,0.37749547,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,5,0.006389617919921875
6,Abdullah Gul,0,93,Victoria Clarke,0.21819824,0.20417371,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,6,0.25508877635002136
7,Abdullah Gul,0,0,Abdullah Gul,0.24194896,0.24194896,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,7,0.27690619230270386
8,Ciro Gomes,15,15,Ciro Gomes,0.35804725,0.35804725,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,8,0.19702064990997314
9,Ciro Gomes,15,15,Ciro Gomes,0.35097075,0.35097075,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,9,0.20202863216400146
10,Ciro Gomes,15,15,Ciro Gomes,0.38060275,0.38060275,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,10,0.29412516951560974
11,Ciro Gomes,15,93,Victoria Clarke,0.1978055,0.18116471,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,11,0.3756805956363678
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.4902463,0.4902463,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,12,0.11723017692565918
13,Ricardo Sanchez,72,72,Ricardo Sanchez,0.39555013,0.39555013,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,13,0.10246682167053223
14,Ricardo Sanchez,72,72,Ricardo Sanchez,0.37177378,0.37177378,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,14,0.2426566481590271
15,Ricardo Sanchez,72,72,Ricardo Sanchez,0.23861608,0.23861608,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,15,0.353997141122818
16,Ricardo Sanchez,72,72,Ricardo Sanchez,0.47800767,0.47800767,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,16,0.2346057891845703
17,Roger Moore,76,76,Roger Moore,0.46099013,0.46099013,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,17,0.12358397245407104
18,Roger Moore,76,76,Roger Moore,0.31425533,0.31425533,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,18,0.22765615582466125
19,Roger Moore,76,76,Roger Moore,0.36226946,0.36226946,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,19,0.12121999263763428
20,Roger Moore,76,76,Roger Moore,0.23784491,0.23784491,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,20,0.33986327052116394
21,Edmund Stoiber,21,21,Edmund Stoiber,0.28025666,0.28025666,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,21,0.09695062041282654
22,Edmund Stoiber,21,21,Edmund Stoiber,0.33137643,0.33137643,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,22,0.07245990633964539
23,Edmund Stoiber,21,21,Edmund Stoiber,0.33617222,0.33617222,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,23,0.14458271861076355
24,Edmund Stoiber,21,21,Edmund Stoiber,0.26809344,0.26809344,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,24,0.12717989087104797
25,Edmund Stoiber,21,21,Edmund Stoiber,0.29959705,0.29959705,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,25,0.18803027272224426
26,Edmund Stoiber,21,21,Edmund Stoiber,0.23079848,0.23079848,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,26,0.1312333345413208
27,Edmund Stoiber,21,21,Edmund Stoiber,0.24557938,0.24557938,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,27,-0.05341097712516785
28,Edmund Stoiber,21,65,Paul Wolfowitz,0.25429964,0.084061906,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,28,0.20226390659809113
29,Carmen Electra,12,32,Jason Kidd,0.17098722,0.1255544,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,29,0.25267194211483
30,Carmen Electra,12,12,Carmen Electra,0.36361998,0.36361998,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,30,0.2802281379699707
31,Carmen Electra,12,98,Yasser Arafat,0.14515491,0.12253869,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,31,0.4122161194682121
32,Carmen Electra,12,11,Carla Del Ponte,0.13695917,0.097305715,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,32,0.4378651976585388
33,Carmen Electra,12,12,Carmen Electra,0.5898186,0.5898186,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,33,0.10439193248748779
34,Tung Chee-hwa,92,92,Tung Chee-hwa,0.3838271,0.3838271,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,34,0.03315770626068115
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.3170718,0.3170718,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,35,0.2885921001434326
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.4859533,0.4859533,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,36,0.03317663073539734
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.42663282,0.42663282,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,37,0.20923084020614624
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.23038444,0.23038444,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,38,0.2571861743927002
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.4499259,0.4499259,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,39,0.018906474113464355
40,Tung Chee-hwa,92,19,David Anderson,0.13416979,0.028345732,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,40,0.30298480577766895
41,Tung Chee-hwa,92,92,Tung Chee-hwa,0.28854984,0.28854984,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,41,0.18824154138565063
42,Woody Allen,96,96,Woody Allen,0.28570879,0.28570879,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,42,0.3602750301361084
43,Woody Allen,96,96,Woody Allen,0.47011256,0.47011256,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,43,0.12803107500076294
44,Woody Allen,96,96,Woody Allen,0.30529672,0.30529672,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,44,0.009949564933776855
45,Woody Allen,96,96,Woody Allen,0.23064953,0.23064953,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,45,0.14677974581718445
46,Kim Dae-jung,46,46,Kim Dae-jung,0.18569794,0.18569794,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,46,0.4223654568195343
47,Kim Dae-jung,46,46,Kim Dae-jung,0.3659765,0.3659765,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,47,0.008588522672653198
48,Kim Dae-jung,46,36,Jiang Zemin,0.17963639,0.03668867,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,48,0.6002608686685562
49,Kim Dae-jung,46,46,Kim Dae-jung,0.5297101,0.5297101,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,49,0.032313764095306396
50,Kim Dae-jung,46,46,Kim Dae-jung,0.3800162,0.3800162,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,50,0.1799015998840332
51,Kim Dae-jung,46,46,Kim Dae-jung,0.35037625,0.35037625,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,51,0.09773671627044678
52,Kim Dae-jung,46,46,Kim Dae-jung,0.47338113,0.47338113,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,52,-0.0010298490524291992
53,Lleyton Hewitt,51,66,Pedro Almodovar,0.19075108,0.17710021,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,53,0.25572332739830017
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.2636799,0.2636799,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,54,0.21471264958381653
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.26414353,0.26414353,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,55,0.2055874764919281
56,Lleyton Hewitt,51,93,Victoria Clarke,0.15588607,0.10408442,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,56,0.45534731447696686
57,Lleyton Hewitt,51,93,Victoria Clarke,0.18234493,0.11596131,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,57,0.21610933542251587
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.34838492,0.34838492,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,58,0.2986260652542114
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.25007415,0.25007415,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,59,0.19493916630744934
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.34089935,0.34089935,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,60,0.05092048645019531
61,Ben Affleck,4,4,Ben Affleck,0.3337476,0.3337476,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,61,0.06612691283226013
62,Ben Affleck,4,4,Ben Affleck,0.23376769,0.23376769,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,62,0.06771346926689148
63,Ben Affleck,4,4,Ben Affleck,0.39212582,0.39212582,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,63,0.10047295689582825
64,Ben Affleck,4,4,Ben Affleck,0.3024937,0.3024937,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,64,0.1688523292541504
65,Ben Affleck,4,4,Ben Affleck,0.24614385,0.24614385,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,65,0.05904987454414368
66,Ben Affleck,4,4,Ben Affleck,0.16960591,0.16960591,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,66,0.31986016035079956
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.41167325,0.41167325,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,67,0.2690364718437195
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.42050424,0.42050424,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,68,0.04451984167098999
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.60433066,0.60433066,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,69,0.14471614360809326
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.4489069,0.4489069,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,70,0.11563795804977417
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.24317795,0.24317795,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,71,0.21630597114562988
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.5053945,0.5053945,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,72,0.0757220983505249
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.2769485,0.2769485,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,73,0.17786523699760437
74,Jeremy Greenstock,35,65,Paul Wolfowitz,0.26013952,0.2455053,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,74,0.06826254725456238
75,David Anderson,19,66,Pedro Almodovar,0.140661,0.015869891,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,75,0.35175138153135777
76,David Anderson,19,19,David Anderson,0.27758595,0.27758595,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,76,0.0901937186717987
77,David Anderson,19,19,David Anderson,0.23182327,0.23182327,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,77,0.17459994554519653
78,David Anderson,19,19,David Anderson,0.15095328,0.15095328,True,False,False,True,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,78,0.16192413866519928
79,John Stockton,39,39,John Stockton,0.20405588,0.20405588,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,79,-0.015120193362236023
80,John Stockton,39,39,John Stockton,0.25350153,0.25350153,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,80,-0.0012742578983306885
81,Zhu Rongji,99,99,Zhu Rongji,0.2583486,0.2583486,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,83,0.10909467935562134
82,Zhu Rongji,99,99,Zhu Rongji,0.6739743,0.6739743,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,84,0.10603570938110352
83,Zhu Rongji,99,99,Zhu Rongji,0.4205364,0.4205364,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,85,0.10664218664169312
84,Zhu Rongji,99,99,Zhu Rongji,0.540422,0.540422,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,86,0.12492334842681885
85,Zhu Rongji,99,99,Zhu Rongji,0.1974766,0.1974766,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,87,0.36929813027381897
86,Zhu Rongji,99,99,Zhu Rongji,0.2924533,0.2924533,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,88,0.23019665479660034
87,Zhu Rongji,99,99,Zhu Rongji,0.23923796,0.23923796,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,89,0.4674890637397766
88,Zhu Rongji,99,99,Zhu Rongji,0.43790597,0.43790597,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,90,0.2446175217628479
89,Mahmoud Abbas,53,53,Mahmoud Abbas,0.3864855,0.3864855,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,91,0.15029749274253845
90,Mahmoud Abbas,53,53,Mahmoud Abbas,0.23928578,0.23928578,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,92,0.2602723687887192
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.2501182,0.2501182,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,93,0.1700822114944458
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.29705712,0.29705712,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,94,0.21913745999336243
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.39021853,0.39021853,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,95,0.1394030749797821
94,Mahmoud Abbas,53,93,Victoria Clarke,0.2204119,0.04697316,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,96,0.4046699181199074
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.42039585,0.42039585,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,97,0.14626920223236084
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.23677161,0.23677161,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,98,0.4543623626232147
97,Gloria Macapagal Arroyo,25,66,Pedro Almodovar,0.18248779,0.09852294,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,99,0.10118287056684494
98,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.15880577,0.15880577,True,False,False,True,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,100,0.18488766252994537
99,Gloria Macapagal Arroyo,25,28,Holly Hunter,0.17223792,0.11638494,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,101,0.24753041565418243
100,Gloria Macapagal Arroyo,25,28,Holly Hunter,0.22374561,0.20037085,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,102,0.19110512733459473
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.1683864,0.1683864,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,103,0.17008769512176514
102,Gloria Macapagal Arroyo,25,93,Victoria Clarke,0.20195714,0.12291624,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,104,0.3823545426130295
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.28795415,0.28795415,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,105,0.0508694052696228
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.19658974,0.19658974,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,106,0.2143627107143402
105,Steven Spielberg,84,84,Steven Spielberg,0.30247873,0.30247873,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,107,0.3615730404853821
106,Steven Spielberg,84,35,Jeremy Greenstock,0.16877207,0.06156244,False,True,False,False,True,True,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,109,0.3909938707947731
107,Steven Spielberg,84,84,Steven Spielberg,0.35799038,0.35799038,True,True,True,False,False,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,110,0.33211982250213623
108,Steven Spielberg,84,32,Jason Kidd,0.15904424,0.010085408,False,False,False,True,True,False,adaface_ir101_wf12m,adversarial_mascot_sticker,landmark_relative,right_under_eye,0.35,39,112,0.4498305879533291
